p_codmes,key_value,target,monto,ctd_prod_rccsf_m01,prom_salvig_entprinc_pp_rccsf_03m,max_usotcrrstsf06m,max_usotcrrstsf03m,prm_lintcribksf06m,lin_tcribksf03m,lin_tcribksf06m,cre_salvig_pp_rccsf_m02,prm_usotcrrstsf06m,prm_lintcribksf03m,prm_usotcrrstsf03m,ratuso_tcrrstsf_m13,promctdprodrccsf3m,ratpct_saldopprcc_m13,promctdprodrccsf6m,ctd_actrccsf_6m,ctd_flgact_rccsf_m01,sld_ep1ppeallsfm01,prm_sldvigrstsf12m,sldtot_tcrsrcf,sldvig_tcrsrcf,flg_lintcrripsaga,flg_svtcrsrcf,flg_sdtcrripsaga,flg_sttcrsrcf,flg_svltcrsrcf,max_camptottlv06m,min_camptottlv06m,frc_camptottlv06m,rec_camptottlv06m,grp_camptottlv06m,ctd_camptottlv06m,prm_camptottlv06m,max_campecstlv06m,min_campecstlv06m,frc_campecstlv06m,rec_campecstlv06m,grp_campecstlv06m,ctd_campecstlv06m,prm_campecstlv06m,prob_value,max_camptot06m,min_camptot06m,frc_camptot06m,rec_camptot06m,grp_camptot06m,ctd_camptot06m,prm_camptot06m,max_campecs06m,min_campecs06m,frc_campecs06m,rec_campecs06m,grp_campecs06m,ctd_campecs06m,prm_campecs06m,ing_brt,sexo,region,flg_notdeseaecs01m,flg_notdeseaecs02m,flg_notdeseaecs03m,sgt_cem,ctd_proac,ctd_cttefeproac,ctd_cttefetot,rng_pst,ubigeo_buro,edad,grp_riesgociiu,flg_saltothip12m,flg_saltotppe12m,prm_pctsaltototrent12m,prm_pctsaltotcaja12m,ant_saltot24m,ant_saltot12m,min_difsaltottcr12m,num_incrsaldispefe06m,max_difent12m,num_dismsalppecons06m,seg_un,beta_pctusotcr12m,prm_pctusosaltottcr03m,dsv_saltotppe03m,prm_diasatrrdpn12m,dsv_numentrdlintcr03m,rat_disefepnm01,prm_diasatrrdpn06m,pct_usotcrm01,dsv_numentrdlintcr06m,beta_saltotppe12m,prm_entrd03m,ctd_entrdm01,beta_saltotppe06m,prm_diasatrrd03m
201910.0,A1C7B0AFA77E3403D702732608CD4CF948815EC47E3796F10677490C7393BBC6,0,30000.0,4,0.0,0.466,0.466,10000.0,30000.0,60000.0,0.0,0.336,10000.0,0.38,1.113,4,0.0,4,6,1,0.0,29014.948,1666.75,1666.75,0,1,0,1,1,3,1,6,6,4,9,1.5,2,0,5,6,3,6.0,1.2,0.5676914921884822,9.0,4.0,6.0,6.0,4,39.0,6.5,2.0,0.0,5.0,6,3,6,1.2,8913.0,1.0,3,0.0,0.0,0.0,6.0,22.0,2.0,2.0,5.0,3,60.0,4,0.0,0.0,26.341,0.0,24.0,12.0,-13242.34,0.0,1.0,0.0,2.0,-0.032,0.454,0.0,0.0,0.0,0.0,0.0,0.427,0.0,0.0,4.0,4.0,0.0,0.0
201911.0,06193D3DC653311B40D2830E328F01F8E871984C6B714299B89C370D22A3400C,0,14900.0,7,24251.323,0.803,0.779,11500.0,34500.0,69000.0,-0.032,0.752,11500.0,0.767,0.973,7,0.988,6,12,2,23703.69,48006.363,25141.54,25141.54,1,1,1,1,1,2,0,5,6,3,6,1.2,1,0,1,6,2,1.0,1.0,0.6438564325802274,8.0,3.0,6.0,6.0,4,38.0,6.333,2.0,0.0,5.0,6,3,6,1.2,5148.0,1.0,3,0.0,0.0,0.0,6.0,25.0,0.0,0.0,5.0,4,34.0,2,0.0,1.0,0.0,0.0,24.0,12.0,-1189.87,0.0,0.0,4.0,2.0,0.061,0.577,689.66768,0.0,0.0,0.0,0.0,0.572,0.0,-929.823,4.667,5.0,-549.249,0.0
201910.0,450F55D3E7281B0EC498DEC5F95165229EC61E105CF4D473270CF066DCA3DD51,0,52000.0,4,52120.727,0.046,0.031,15000.0,45000.0,90000.0,-0.018,0.029,15000.0,0.024,1.632,4,0.972,4,12,2,48789.89,67395.585,256.6,256.6,0,1,0,1,1,3,0,5,6,3,11,2.2,2,0,5,6,3,6.0,1.2,0.6072282262021175,10.0,1.0,6.0,6.0,4,44.0,7.333,2.0,0.0,5.0,6,3,6,1.2,10890.0,1.0,6,0.0,0.0,0.0,6.0,26.0,1.0,1.0,5.0,10,35.0,1,0.0,1.0,0.0,0.0,24.0,12.0,-60865.63,0.0,1.0,5.0,2.0,-0.021,0.022,4109.64038,0.0,0.4714,0.0,0.0,0.029,0.37268,-1576.653,3.0,3.0,-3697.323,0.0
201911.0,4EC09681D369EEE93499534A7DFE1DFF5C4897609D4599221737053968347CA9,0,67100.0,2,0.0,0.474,0.474,50100.0,150300.0,300600.0,0.0,0.168,50100.0,0.205,0.0,2,0.0,2,6,1,0.0,1785.617,0.0,0.0,1,0,1,0,0,3,1,6,6,4,10,1.667,1,0,1,3,1,1.0,1.0,0.5576232015350533,8.0,6.0,6.0,6.0,4,40.0,6.667,1.0,0.0,1.0,3,1,1,1.0,12250.0,1.0,4,0.0,0.0,0.0,6.0,27.0,4.0,4.0,5.0,9,61.0,2,0.0,0.0,0.0,0.0,24.0,12.0,-5780.5,0.0,1.0,0.0,2.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.008,0.4714,0.0,1.333,1.0,0.0,0.0
201911.0,CF7C03A39A00F9071C272CE06809DEF1E02B25FE79CF4B2B2BBFAA69295D2068,0,44500.0,4,0.0,0.076,0.076,18000.0,54000.0,108000.0,0.0,0.04,18000.0,0.031,5.067,4,0.0,3,11,2,0.0,25809.313,0.0,0.0,0,0,0,0,0,3,1,6,6,4,12,2.0,1,0,3,3,1,3.0,1.0,0.6714708380922431,10.0,8.0,6.0,6.0,4,53.0,8.833,1.0,0.0,4.0,4,1,4,1.0,4875.0,1.0,3,0.0,0.0,0.0,6.0,33.0,4.0,4.0,5.0,4,33.0,5,0.0,0.0,0.0,0.0,24.0,12.0,-7146.41,0.0,1.0,4.0,2.0,-0.01,0.036,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,3.0,3.0,0.0,0.0
,,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,-1,-1,-1,-1,5,-1,-1.0,-1,-1,-1,-1,5,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1,6,-1,-1.0,,1.0,7,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,7,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201909.0,D54366F343CB136191557A984DAD2279720F9D99A542EF1D8E75D7E0389E2675,0,45700.0,6,0.0,0.151,0.151,60000.0,180000.0,360000.0,0.0,0.109,60000.0,0.109,0.536,6,0.0,6,12,2,0.0,255640.701,0.0,0.0,1,0,1,0,0,2,0,5,6,3,6,1.2,1,0,2,6,2,2.0,1.0,0.6186186826929467,10.0,6.0,6.0,6.0,4,47.0,7.833,1.0,0.0,2.0,6,2,2,1.0,10133.0,1.0,3,0.0,0.0,0.0,6.0,25.0,5.0,5.0,5.0,3,61.0,5,1.0,0.0,0.0,0.0,24.0,12.0,-7281.41,0.0,1.0,0.0,2.0,0.004,0.065,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,2.0,2.0,0.0,0.0
201909.0,C599BC2533E5541C635C76426C8F33005BF67312B5AF1411A17FE314EF1DA055,0,19000.0,6,80402.347,0.65,0.59,22000.0,66000.0,132000.0,-0.016,0.603,22000.0,0.581,1.03,6,0.983,6,12,2,79156.54,123705.952,11459.47,11459.47,1,1,1,1,1,1,0,5,6,3,5,1.0,1,0,4,6,3,4.0,1.0,0.6118127169883085,9.0,4.0,6.0,6.0,4,36.0,6.0,1.0,0.0,4.0,6,3,4,1.0,7016.0,1.0,6,0.0,0.0,0.0,6.0,23.0,3.0,3.0,5.0,11,40.0,4,0.0,1.0,0.0,0.0,24.0,12.0,-6796.59,0.0,0.0,5.0,2.0,-0.007,0.441,1010.25489,0.0,0.0,0.0,0.0,0.448,0.0,-1173.907,5.0,5.0,-1225.691,0.0
201910.0,FCEFB7D4DFFAA57FBF359427986D52627BD851B07D6C30E03C9ED24451DEBFA5,0,7000.0,6,10943.13,0.0,0.0,11389.412,33900.0,68336.47,0.0,0.0,11300.0,0.0,0.0,5,0.0,5,7,2,10943.13,3483.722,0.0,0.0,1,0,1,0,0,2,0,1,6,2,2,2.0,1,0,1,6,2,1.0,1.0,0.4262121822307309,6.0,2.0,6.0,6.0,4,20.0,3.333,1.0,0.0,3.0,6,2,3,1.0,2531.0,1.0,3,0.0,0.0,0.0,6.0,11.0,0.0,0.0,5.0,3,36.0,4,0.0,1.0,0.0,0.0,24.0,12.0,-1431.23,1.0,1.0,0.0,2.0,-0.005,0.029,0.0,0.0,0.0,0.0,0.0,0.001,0.0,955.862,1.333,2.0,0.0,0.0
201911.0,447EA3417B10E0EF202FB66A36600A1527FE629CCDEE97E0AECDF805F58B7EAA,1,30000.0,6,0.0,0.499,0.001,45300.0,135900.0,271800.0,0.0,0.161,45300.0,0.0,0.0,6,0.0,6,12,2,0.0,269433.959,0.0,0.0,1,0,1,0,0,1,0,1,2,1,1,1.0,0,0,0,0,0,0.0,0.0,0.3189052643069869,5.0,3.0,6.0,6.0,4,23.0,3.833,0.0,0.0,0.0,0,0,0,0.0,13295.0,1.0,4,0.0,0.0,0.0,6.0,13.0,0.0,0.0,5.0,9,52.0,1,1.0,0.0,7.265,0.0,24.0,12.0,-126450.28,0.0,0.0,0.0,5.0,-0.057,0.001,0.0,1.333,0.0,0.0,2.667,0.0,0.0,0.0,2.0,1.0,0.0,0.0
201910.0,D491F069256DB3A340A692CCED77472CCA507B180E3D28787E98277AB7122203,0,30000.0,7,0.0,0.198,0.191,6900.0,27600.0,41400.0,0.0,0.18,9200.0,0.184,0.984,7,0.0,7,6,1,0.0,8343.775,2906.85,2906.85,1,1,1,1,1,2,0,5,6,3,6,1.2,2,0,5,6,3,6.0,1.2,0.6428713317205524,6.0,4.0,6.0,6.0,4,31.0,5.167,2.0,0.0,5.0,6,3,6,1.2,5316.0,1.0,3,0.0,0.0,0.0,6.0,18.0,1.0,1.0,5.0,4,60.0,4,0.0,0.0,0.0,0.0,24.0,12.0,-1143.71,2.0,0.0,0.0,5.0,-0.003,0.16,0.0,1.25,0.0,0.0,0.0,0.154,0.0,0.0,6.333,6.0,0.0,0.0
201910.0,E62928432C77AD7672B9169E2D7AB40CB1F2A22AF7E406B345CD3340A0DAD014,0,30000.0,4,0.0,0.055,0.034,37948.46,112856.09,227690.76,0.0,0.029,37618.697,0.031,0.765,4,0.0,4,6,1,0.0,577.657,0.0,0.0,1,0,1,0,0,2,0,5,6,3,6,1.2,2,0,5,6,3,6.0,1.2,0.6348720164389593,6.0,2.0,6.0,6.0,4,24.0,4.0,2.0,0.0,5.0,6,3,6,1.2,18000.0,1.0,3,0.0,0.0,0.0,6.0,11.0,3.0,3.0,5.0,3,57.0,3,0.0,0.0,1.486,0.0,24.0,12.0,-6296.06,0.0,0.0,0.0,5.0,0.009,0.621,0.0,3.75,0.0,0.0,1.833,0.634,0.0,0.0,2.0,2.0,0.0,0.0
201909.0,6827F2FB0F0AC4D479F510F83424F931BD74D9E31C09086365B222BC93DAFFE5,0,15300.0,3,0.0,0.093,0.088,2700.0,8100.0,13500.0,0.0,0.062,2700.0,0.058,8.0,3,0.0,2,6,1,0.0,205.335,378.8,378.8,1,1,1,1,1,1,0,1,6,2,1,1.0,1,0,1,6,2,1.0,1.0,0.5510975698866788,6.0,0.0,5.0,6.0,3,19.0,3.8,1.0,0.0,1.0,6,2,1,1.0,3131.0,1.0,3,0.0,0.0,0.0,6.0,7.0,1.0,1.0,5.0,5,44.0,0,0.0,0.0,0.0,56.493,24.0,12.0,-283.71,0.0,1.0,0.0,4.0,0.001,0.035,0.0,0.0,0.0,0.0,0.0,0.054,0.37268,0.0,3.0,3.0,0.0,0.0
201909.0,B1F36809C1983219BCAB0329CB06949AE9D13508D83E90FB1984946495CBEA6A,0,46400.0,3,0.0,0.051,0.051,34000.0,102000.0,102000.0,0.0,0.031,34000.0,0.037,1.342,3,0.0,2,6,1,0.0,1650.366,1318.32,1318.32,1,1,1,1,1,1,0,3,6,2,3,1.0,0,0,0,0,0,0.0,0.0,0.4996237578564572,9.0,7.0,6.0,6.0,4,48.0,8.0,0.0,0.0,0.0,0,0,0,0.0,8246.0,1.0,3,0.0,0.0,0.0,6.0,32.0,1.0,1.0,5.0,3,41.0,4,0.0,0.0,0.0,0.0,24.0,12.0,-2003.49,0.0,1.0,0.0,1.0,-0.001,0.033,0.0,0.0,0.0,0.0,0.0,0.062,0.5,0.0,2.667,3.0,0.0,0.0
201909.0,41C6529A8894B3BAD6B6C672D2601F50D3D20E0B20D7D576749BA12E429C5BF4,0,6200.0,4,7877.663,0.652,0.61,2400.0,7200.0,14400.0,-0.045,0.51,2400.0,0.595,0.928,4,1.028,4,12,2,7636.07,14799.119,228.02,228.02,1,1,1,1,1,2,0,3,6,2,4,1.333,1,0,2,6,2,2.0,1.0,0.5776964375098953,8.0,3.0,6.0,6.0,4,28.0,4.667,1.0,0.0,4.0,6,3,4,1.0,2804.0,1.0,3,0.0,0.0,0.0,6.0,11.0,0.0,0.0,5.0,5,37.0,4,0.0,1.0,0.0,0.0,24.0,12.0,-2022.14,1.0,0.0,3.0,2.0,0.024,0.542,170.83228,0.083,0.0,0.95,0.0,0.518,0.0,-171.051,3.0,3.0,-176.888,0.0
201910.0,532652F62BCC30DDD7D7BD5A7C00DAFCF6649C5B54F560632A8720D4598D6B58,0,30000.0,3,0.0,0.144,0.144,30000.0,90000.0,180000.0,0.0,0.051,30000.0,0.06,0.0,3,0.0,3,6,1,0.0,2899.176,0.0,0.0,0,0,0,0,0,1,0,5,6,3,5,1.0,1,0,3,6,2,3.0,1.0,0.5670418616282585,11.0,5.0,6.0,6.0,4,42.0,7.0,2.0,0.0,5.0,6,3,6,1.2,6825.0,1.0,3,0.0,0.0,0.0,6.0,21.0,1.0,1.0,5.0,6,28.0,0,0.0,0.0,0.0,0.0,24.0,12.0,-11290.33,0.0,1.0,0.0,2.0,-0.002,0.052,0.0,0.0,0.0,0.0,0.0,0.028,0.4714,0.0,1.333,2.0,0.0,0.0
201910.0,2A7B438044D392B8A85F0DC11E4F2775CF83779EE8A0BBC8AFCC5DD6C698A442,0,9600.0,3,0.0,0.956,0.956,11428.798,33059.88,68572.79,0.0,0.619,11019.96,0.617,1.069,3,0.0,3,7,1,0.0,2415.442,2085.43,2085.43,1,1,1,1,1,1,0,2,5,2,2,1.0,1,0,1,5,2,1.0,1.0,0.4686608938858986,7.0,3.0,6.0,6.0,4,26.0,4.333,1.0,0.0,2.0,6,2,2,1.0,4110.0,1.0,6,0.0,0.0,0.0,6.0,15.0,1.0,1.0,5.0,11,35.0,3,0.0,1.0,0.0,0.0,24.0,12.0,-2382.37,0.0,1.0,1.0,4.0,-0.024,0.491,0.0,0.0,0.0,0.0,0.0,0.448,0.0,-414.893,3.0,3.0,0.0,0.0
201911.0,FDA4E7DE39D496B404A358F0717603A2A4CA69FF065DCEDFDA723BCE7279B9C9,0,17700.0,6,0.0,0.06,0.053,19100.0,57300.0,76400.0,0.0,0.04,19100.0,0.033,4.417,6,0.0,5,6,1,0.0,1956.872,203.94,203.94,1,1,1,1,1,2,0,5,6,3,6,1.2,2,0,2,6,2,3.0,1.5,0.5799291395292189,10.0,5.0,6.0,6.0,4,41.0,6.833,2.0,0.0,2.0,6,2,3,1.5,4410.0,1.0,3,0.0,0.0,0.0,6.0,25.0,2.0,2.0,5.0,3,33.0,5,0.0,0.0,0.0,0.0,24.0,12.0,-2481.11,0.0,1.0,0.0,1.0,-0.002,0.027,0.0,0.0,0.0,0.0,0.0,0.044,0.4714,0.0,4.333,5.0,0.0,0.0
201910.0,FC69F32B248296A8824AC8EC1B10736B2865499B9922159491876BE379994911,0,21500.0,5,0.0,0.105,0.104,3400.0,10200.0,20400.0,0.0,0.078,3400.0,0.079,1.293,5,0.0,5,6,1,0.0,2834.381,1211.09,1211.09,1,1,1,1,1,2,0,2,6,2,3,1.5,0,0,0,0,0,0.0,0.0,0.4917637724657923,10.0,3.0,6.0,6.0,4,36.0,6.0,2.0,0.0,4.0,6,3,5,1.25,3758.0,1.0,3,0.0,0.0,0.0,6.0,12.0,0.0,0.0,5.0,6,26.0,4,0.0,0.0,0.0,0.0,24.0,12.0,-2489.91,1.0,1.0,0.0,2.0,0.001,0.084,0.0,0.0,0.0,0.429,0.0,0.071,0.0,0.0,5.0,5.0,0.0,0.0
201910.0,DDD1539558ECA271A79B91C01FD2E2869531073824A4F42E156D4AAEE474C767,0,17200.0,2,0.0,0.0,0.0,18956.488,50275.2,113738.93,0.0,0.0,16758.4,0.0,0.0,2,0.0,2,12,2,0.0,9312.722,0.0,0.0,0,0,0,0,0,2,0,5,6,3,8,1.6,1,0,2,5,2,2.0,1.0,0.5612898325887711,11.0,4.0,6.0,6.0,4,47.0,7.833,1.0,0.0,4.0,5,3,4,1.0,4525.0,1.0,3,0.0,0.0,0.0,6.0,22.0,3.0,3.0,5.0,4,39.0,5,0.0,1.0,0.0,0.0,24.0,12.0,-11227.01,1.0,0.0,3.0,2.0,-0.012,0.39,6495.27439,0.0,0.0,0.0,0.0,0.038,0.0,-200.12,2.0,2.0,1586.947,0.0
201911.0,F9B0BDBF6E3F1FFE7C1DFB14460D6B0734FD75D907AE905A8A795D6CBBB0040A,0,20700.0,3,16673.68,0.0,0.0,8000.0,24000.0,48000.0,0.0,0.0,8000.0,0.0,0.0,3,1.0,3,12,2,16454.52,13836.786,0.0,0.0,0,0,0,0,0,2,1,6,6,4,8,1.333,2,0,5,6,3,6.0,1.2,0.284592082666066,8.0,6.0,6.0,6.0,4,41.0,6.833,2.0,0.0,5.0,6,3,6,1.2,4483.0,1.0,3,0.0,0.0,0.0,6.0,21.0,0.0,0.0,5.0,6,37.0,5,0.0,1.0,0.0,0.0,24.0,12.0,-4975.86,0.0,0.0,4.0,2.0,-0.041,0.0,309.93904,0.5,0.0,0.0,0.0,0.0,0.0,-199.222,1.0,1.0,-263.289,0.0
201910.0,AE7690BD57B1CDD2F2BFB60A72A44BC6D3DE08122CF7658CBB41CAB89145DB1E,0,18600.0,5,0.0,0.08,0.042,10200.0,30600.0,61200.0,0.0,0.051,10200.0,0.034,1.143,5,0.0,5,12,2,0.0,3518.206,465.29,465.29,1,1,1,1,1,2,0,4,6,3,5,1.25,2,0,4,6,3,5.0,1.25,0.6646346131802049,7.0,4.0,6.0,6.0,4,32.0,5.333,2.0,0.0,4.0,6,3,5,1.25,3229.0,1.0,3,0.0,0.0,0.0,6.0,21.0,2.0,2.0,5.0,3,46.0,4,0.0,1.0,0.0,0.0,24.0,12.0,-460.9,0.0,2.0,5.0,2.0,-0.012,0.026,256.16803,0.0,0.0,0.0,0.0,0.027,0.0,-303.816,3.333,4.0,-303.816,0.0
201910.0,85FE2B0E4A7165744A10E4876915B535F5C96A46A1D093D51F554440AD331723,1,16200.0,2,3725.84,0.0,0.0,5333.333,21500.0,32000.0,-0.144,0.0,7166.667,0.0,0.0,2,0.379,2,12,2,3258.82,6084.312,0.0,0.0,0,0,0,0,0,1,0,1,4,1,1,1.0,1,0,1,4,1,1.0,1.0,0.606637425050711,9.0,2.0,6.0,6.0,4,36.0,6.0,1.0,0.0,1.0,4,1,1,1.0,5530.0,1.0,4,0.0,0.0,0.0,6.0,13.0,0.0,0.0,5.0,9,38.0,0,0.0,1.0,0.0,0.0,24.0,12.0,-7680.54,0.0,1.0,4.0,2.0,0.007,0.701,353.26593,0.0,0.0,0.0,0.0,0.966,0.0,-1018.84,2.0,2.0,-842.186,0.0
201910.0,9BEA85CA7E25380357B9D13C2C89706019FA5A5566B44D6C5A63BB8A436B304C,0,9900.0,3,5284.463,0.489,0.489,7300.0,21900.0,43800.0,-0.101,0.272,7300.0,0.163,0.0,3,1.086,4,12,2,4916.11,7981.82,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.6669991800413487,5.0,2.0,6.0,6.0,4,17.0,2.833,2.0,0.0,1.0,6,2,2,2.0,3693.0,1.0,3,0.0,0.0,0.0,6.0,9.0,1.0,1.0,5.0,6,31.0,4,0.0,1.0,0.0,49.266,24.0,12.0,-2020.41,1.0,0.0,5.0,5.0,-0.005,0.45,501.87928,4.25,0.4714,0.0,2.667,0.42,0.4714,-857.706,2.333,2.0,-958.488,3.667
201910.0,2D627F49338F6EC2CF6C3B880A9693FFB1CD3C4053C438E2E6A1CAA926EFE63F,0,11400.0,2,0.0,0.79,0.79,7533.333,23000.0,45200.0,0.0,0.624,7666.667,0.669,1.45,2,0.0,2,6,1,0.0,827.827,947.47,947.47,1,1,1,1,1,2,0,5,6,3,6,1.2,2,0,4,6,3,5.0,1.25,0.6525244924046792,8.0,2.0,6.0,6.0,4,35.0,5.833,2.0,0.0,5.0,6,3,6,1.2,2788.0,1.0,3,0.0,0.0,0.0,6.0,15.0,2.0,2.0,5.0,1,33.0,1,0.0,0.0,0.0,0.0,14.0,12.0,-314.41,0.0,1.0,0.0,2.0,-0.011,0.268,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,2.0,2.0,0.0,0.0
201910.0,575A27A0B6DA68F883E6E20302F1CF94D05F070BEB5A1EBA8929CE9BA77F3EA7,0,6400.0,4,0.0,0.947,0.916,2524.167,11758.0,15145.0,0.0,0.899,3919.333,0.86,0.83,3,0.0,3,6,1,0.0,18483.622,0.0,0.0,1,0,1,0,0,2,0,1,6,2,2,2.0,2,0,1,6,2,2.0,2.0,0.5369127868054919,6.0,2.0,6.0,6.0,4,24.0,4.0,2.0,0.0,2.0,6,2,3,1.5,3685.0,1.0,3,0.0,0.0,0.0,6.0,9.0,0.0,0.0,5.0,1,41.0,5,0.0,0.0,0.0,0.0,24.0,12.0,-2454.37,0.0,1.0,0.0,2.0,-0.008,0.761,0.0,0.0,0.4714,0.0,0.0,0.548,0.37268,0.0,2.0,2.0,0.0,0.0
201909.0,E227007F522D19BD6DAC449202D63B59E31F605C837F832629EA3801CD59AE9A,0,15000.0,5,14401.127,0.905,0.365,21700.0,65100.0,130200.0,-0.12,0.386,21700.0,0.157,9.7,5,0.878,4,10,2,13203.38,12888.126,1993.81,1993.81,1,1,1,1,1,1,0,2,6,2,2,1.0,1,0,2,6,2,2.0,1.0,0.5724742407673162,5.0,2.0,6.0,6.0,4,18.0,3.0,1.0,0.0,2.0,6,2,2,1.0,11240.0,1.0,3,0.0,0.0,0.0,6.0,10.0,1.0,1.0,5.0,1,54.0,4,0.0,1.0,0.0,0.0,23.0,12.0,-29722.1,0.0,1.0,2.0,2.0,0.01,0.082,846.93479,0.0,0.0,0.0,0.0,0.051,0.0,-273.581,2.333,2.0,2957.538,0.0
201910.0,17FCE8B1A10954BA1971969FB96A3A6F3B1C16F968212F8B17B662DF8F55CE49,0,45500.0,3,0.0,0.078,0.037,55251.522,164967.7,331509.13,0.0,0.036,54989.233,0.03,0.576,3,0.0,3,6,1,0.0,3224.059,611.98,611.98,1,1,1,1,1,2,0,4,6,3,5,1.25,1,0,4,6,3,4.0,1.0,0.5602924228073293,9.0,2.0,6.0,6.0,4,41.0,6.833,1.0,0.0,4.0,6,3,4,1.0,8646.0,1.0,6,0.0,0.0,0.0,6.0,16.0,1.0,1.0,5.0,11,63.0,4,0.0,0.0,0.0,0.0,24.0,12.0,-8735.66,0.0,0.0,0.0,2.0,-0.006,0.079,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,3.0,3.0,0.0,0.0
201909.0,07AB995ACD4D3BA57ADA6272A6E1A1ACA7E4B461250481ACC87E7A29ECEE8A46,0,12100.0,8,2247.757,0.124,0.098,7700.0,27500.0,38500.0,-0.099,0.075,9166.667,0.062,0.047,7,0.899,7,18,3,2025.51,6508.409,87.27,87.27,1,1,1,1,1,2,0,4,6,3,5,1.25,-1,-1,-1,-1,5,-1.0,-1.0,0.5970721194915407,5.0,2.0,6.0,6.0,4,25.0,4.167,1.0,0.0,2.0,5,2,2,1.0,4600.0,1.0,3,0.0,0.0,0.0,6.0,13.0,1.0,1.0,5.0,1,50.0,4,0.0,1.0,0.0,0.0,24.0,12.0,-1943.97,1.0,1.0,5.0,2.0,-0.003,0.045,181.21784,0.0,0.4714,0.0,0.0,0.002,0.37268,-887.635,2.667,2.0,-230.38,0.0
201911.0,EBA4018F75F8189330596BBA5A5158CDBBBEBAC7F156237776080EFB7F597337,0,71200.0,4,0.0,0.355,0.119,17875.0,57750.0,107250.0,0.0,0.149,19250.0,0.083,2.975,4,0.0,4,6,1,0.0,3157.191,112.35,112.35,1,1,1,1,1,3,1,6,6,4,13,2.167,1,0,2,3,1,2.0,1.0,0.6409581308087641,10.0,8.0,6.0,6.0,4,51.0,8.5,1.0,0.0,2.0,3,1,2,1.0,11221.0,1.0,3,0.0,0.0,0.0,6.0,27.0,3.0,3.0,5.0,3,31.0,2,0.0,0.0,0.0,0.0,24.0,12.0,-6576.18,1.0,0.0,0.0,2.0,0.003,0.064,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,3.333,4.0,0.0,0.0
201910.0,F84524C5011C581F5FA558A627197D1D1E8FD7926804F69318A01DAD3A435A4B,0,12500.0,2,0.0,0.68,0.68,1900.0,5700.0,9500.0,0.0,0.416,1900.0,0.45,1.858,2,0.0,1,6,1,0.0,610.258,2446.82,2446.82,1,1,1,1,1,3,0,2,6,2,4,2.0,2,0,2,6,2,3.0,1.5,0.5644022302448441,8.0,3.0,6.0,6.0,4,32.0,5.333,2.0,0.0,2.0,6,2,3,1.5,3066.0,1.0,3,0.0,0.0,0.0,6.0,12.0,1.0,1.0,5.0,1,33.0,4,0.0,0.0,0.0,0.0,8.0,8.0,-417.6,0.0,1.0,0.0,2.0,-0.008,0.434,0.0,0.0,0.0,0.0,0.0,0.589,0.37268,0.0,2.0,2.0,0.0,0.0
201909.0,81BACA929DFBA4FD41ECA14C0E4A7CCD2315F0299E052AED204ED0C1646AC1EC,0,19300.0,3,0.0,0.801,0.226,20350.0,62100.0,122100.0,0.0,0.299,20700.0,0.13,0.235,3,0.0,3,12,2,0.0,42685.1,0.0,0.0,0,0,0,0,0,2,0,2,6,2,3,1.5,1,0,1,6,2,1.0,1.0,0.5503727743969574,10.0,3.0,6.0,6.0,4,34.0,5.667,1.0,0.0,2.0,6,2,2,1.0,5112.0,1.0,3,0.0,0.0,0.0,6.0,17.0,2.0,2.0,5.0,4,29.0,1,0.0,0.0,68.996,0.0,21.0,12.0,-9844.11,0.0,1.0,5.0,2.0,-0.008,0.153,0.0,0.0,0.0,0.0,0.0,0.135,0.37268,0.0,3.0,3.0,0.0,0.0
201910.0,2D1EDB30F397D5357569DEDDBADE27F49DE7EAE8BB9947656130C66FE619A8CF,0,24100.0,4,114756.0,0.153,0.153,47000.0,141000.0,282000.0,0.0,0.106,47000.0,0.125,0.837,4,1.01,4,14,2,114634.0,115509.979,0.0,0.0,0,0,0,0,0,2,1,6,6,4,8,1.333,2,1,6,6,4,7.0,1.167,0.5162192663386486,9.0,4.0,6.0,6.0,4,42.0,7.0,2.0,1.0,6.0,6,4,7,1.167,8660.0,1.0,3,0.0,0.0,0.0,6.0,25.0,4.0,4.0,5.0,3,36.0,0,0.0,1.0,0.0,0.0,24.0,12.0,-5711.7,0.0,1.0,2.0,2.0,0.003,0.072,172.53405,0.0,0.4714,0.0,0.0,0.075,0.4714,5000.702,3.0,4.0,11745.843,0.0
